,Class Number,Course Number,Subjects,Course Title,Time and Location,Enrollment,Instructor(s),View Books
3506,10113,HIST      153B      1,Politics,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
3507,10117,HIST      175B      1,Politics,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
3508,10541,HSSP      114B      1,Politics,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
3509,7090,THA      144B      1,Politics,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
3510,3196,AAAS      5A      1,Portuguese,Introduction to African and African American Studies,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        45 / 999 / 0,"Ray, Carina E;  Williams, Chad",View Books
3511,3614,AAAS      98A      1,Portuguese,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Williams, Chad",View Books
3512,3610,AAAS      98A      2,Portuguese,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
3513,3612,AAAS      98A      3,Portuguese,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
3514,3616,AAAS      98A      4,Portuguese,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
3515,3676,AAAS      99D      1,Portuguese,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
3516,3678,AAAS      99D      2,Portuguese,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
3517,3680,AAAS      99D      3,Portuguese,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Johnson, Jasmine",View Books
3518,3682,AAAS      99D      4,Portuguese,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
3519,3684,AAAS      99D      5,Portuguese,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Williams, Chad",View Books
3520,6472,AAAS      99D      6,Portuguese,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Childs, Gregory",View Books
3521,10942,AAAS      99D      7,Portuguese,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Wallace, Derron",View Books
3522,10952,AAAS      99D      8,Portuguese,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Ray, Carina E",View Books
3523,10985,AAAS      99D      9,Portuguese,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Roach, Shoniqua",View Books
3524,10137,AAAS      124A      1,Portuguese,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
3525,10134,AAAS      155B      1,Portuguese,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
3526,6540,AAAS      159A      1,Portuguese,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
3527,7218,AAAS/HIS      154B      1,Portuguese,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
3528,7198,AAAS/WGS      125A      1,Portuguese,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
3529,10134,AAAS      155B      1,Portuguese,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
3530,7218,AAAS/HIS      154B      1,Portuguese,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
3531,7198,AAAS/WGS      125A      1,Portuguese,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
3532,10113,HIST      153B      1,Portuguese,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
3533,10117,HIST      175B      1,Portuguese,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
3534,10137,AAAS      124A      1,Portuguese,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
3535,10134,AAAS      155B      1,Portuguese,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
3536,10067,ENG      127B      1,Portuguese,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
3537,10499,ENG      167B      1,Portuguese,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
3538,7090,THA      144B      1,Portuguese,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
3539,6540,AAAS      159A      1,Portuguese,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
3540,7218,AAAS/HIS      154B      1,Portuguese,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
3541,10186,ED      170A      1,Portuguese,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
3542,10541,HSSP      114B      1,Portuguese,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
3543,10516,ENG      62B      1,Portuguese,"Contemporary African Literature, Global Perspectives","Block1C;   M,W;   12:00 PM–1:30 PM",Open        17 / 999 / 0,"Williams, Joshua",View Books
3544,10137,AAAS      124A      1,Portuguese,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
3545,10134,AAAS      155B      1,Portuguese,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
3546,6540,AAAS      159A      1,Portuguese,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
3547,7218,AAAS/HIS      154B      1,Portuguese,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
3548,10186,ED      170A      1,Portuguese,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
3549,10067,ENG      127B      1,Portuguese,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
3550,10499,ENG      167B      1,Portuguese,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
3551,10113,HIST      153B      1,Portuguese,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
3552,10117,HIST      175B      1,Portuguese,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
3553,10541,HSSP      114B      1,Portuguese,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
3554,7090,THA      144B      1,Portuguese,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
3555,3196,AAAS      5A      1,Postbaccalaureate Premedical Studies,Introduction to African and African American Studies,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        45 / 999 / 0,"Ray, Carina E;  Williams, Chad",View Books
3556,3614,AAAS      98A      1,Postbaccalaureate Premedical Studies,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Williams, Chad",View Books
3557,3610,AAAS      98A      2,Postbaccalaureate Premedical Studies,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
3558,3612,AAAS      98A      3,Postbaccalaureate Premedical Studies,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
3559,3616,AAAS      98A      4,Postbaccalaureate Premedical Studies,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
3560,3676,AAAS      99D      1,Postbaccalaureate Premedical Studies,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
3561,3678,AAAS      99D      2,Postbaccalaureate Premedical Studies,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
3562,3680,AAAS      99D      3,Postbaccalaureate Premedical Studies,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Johnson, Jasmine",View Books
3563,3682,AAAS      99D      4,Postbaccalaureate Premedical Studies,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
3564,3684,AAAS      99D      5,Postbaccalaureate Premedical Studies,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Williams, Chad",View Books
3565,6472,AAAS      99D      6,Postbaccalaureate Premedical Studies,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Childs, Gregory",View Books
3566,10942,AAAS      99D      7,Postbaccalaureate Premedical Studies,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Wallace, Derron",View Books
3567,10952,AAAS      99D      8,Postbaccalaureate Premedical Studies,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Ray, Carina E",View Books
3568,10985,AAAS      99D      9,Postbaccalaureate Premedical Studies,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Roach, Shoniqua",View Books
3569,10137,AAAS      124A      1,Postbaccalaureate Premedical Studies,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
3570,10134,AAAS      155B      1,Postbaccalaureate Premedical Studies,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
3571,6540,AAAS      159A      1,Postbaccalaureate Premedical Studies,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
3572,7218,AAAS/HIS      154B      1,Postbaccalaureate Premedical Studies,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
3573,7198,AAAS/WGS      125A      1,Postbaccalaureate Premedical Studies,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
3574,10134,AAAS      155B      1,Postbaccalaureate Premedical Studies,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
3575,7218,AAAS/HIS      154B      1,Postbaccalaureate Premedical Studies,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
3576,7198,AAAS/WGS      125A      1,Postbaccalaureate Premedical Studies,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
3577,10113,HIST      153B      1,Postbaccalaureate Premedical Studies,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
3578,10117,HIST      175B      1,Postbaccalaureate Premedical Studies,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
3579,10137,AAAS      124A      1,Postbaccalaureate Premedical Studies,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
3580,10134,AAAS      155B      1,Postbaccalaureate Premedical Studies,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
3581,10067,ENG      127B      1,Postbaccalaureate Premedical Studies,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
3582,10499,ENG      167B      1,Postbaccalaureate Premedical Studies,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
3583,7090,THA      144B      1,Postbaccalaureate Premedical Studies,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
3584,6540,AAAS      159A      1,Postbaccalaureate Premedical Studies,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
3585,7218,AAAS/HIS      154B      1,Postbaccalaureate Premedical Studies,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
3586,10186,ED      170A      1,Postbaccalaureate Premedical Studies,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
3587,10541,HSSP      114B      1,Postbaccalaureate Premedical Studies,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
3588,10516,ENG      62B      1,Postbaccalaureate Premedical Studies,"Contemporary African Literature, Global Perspectives","Block1C;   M,W;   12:00 PM–1:30 PM",Open        17 / 999 / 0,"Williams, Joshua",View Books
3589,10137,AAAS      124A      1,Postbaccalaureate Premedical Studies,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
3590,10134,AAAS      155B      1,Postbaccalaureate Premedical Studies,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
3591,6540,AAAS      159A      1,Postbaccalaureate Premedical Studies,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
3592,7218,AAAS/HIS      154B      1,Postbaccalaureate Premedical Studies,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
3593,10186,ED      170A      1,Postbaccalaureate Premedical Studies,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
3594,10067,ENG      127B      1,Postbaccalaureate Premedical Studies,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
3595,10499,ENG      167B      1,Postbaccalaureate Premedical Studies,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
3596,10113,HIST      153B      1,Postbaccalaureate Premedical Studies,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
3597,10117,HIST      175B      1,Postbaccalaureate Premedical Studies,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
3598,10541,HSSP      114B      1,Postbaccalaureate Premedical Studies,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
3599,7090,THA      144B      1,Postbaccalaureate Premedical Studies,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
3600,3196,AAAS      5A      1,Psychology,Introduction to African and African American Studies,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        45 / 999 / 0,"Ray, Carina E;  Williams, Chad",View Books
3601,3614,AAAS      98A      1,Psychology,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Williams, Chad",View Books
3602,3610,AAAS      98A      2,Psychology,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
3603,3612,AAAS      98A      3,Psychology,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
3604,3616,AAAS      98A      4,Psychology,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
3605,3676,AAAS      99D      1,Psychology,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
3606,3678,AAAS      99D      2,Psychology,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
3607,3680,AAAS      99D      3,Psychology,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Johnson, Jasmine",View Books
3608,3682,AAAS      99D      4,Psychology,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
3609,3684,AAAS      99D      5,Psychology,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Williams, Chad",View Books
3610,6472,AAAS      99D      6,Psychology,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Childs, Gregory",View Books
3611,10942,AAAS      99D      7,Psychology,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Wallace, Derron",View Books
3612,10952,AAAS      99D      8,Psychology,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Ray, Carina E",View Books
3613,10985,AAAS      99D      9,Psychology,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Roach, Shoniqua",View Books
3614,10137,AAAS      124A      1,Psychology,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
3615,10134,AAAS      155B      1,Psychology,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
3616,6540,AAAS      159A      1,Psychology,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
3617,7218,AAAS/HIS      154B      1,Psychology,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
3618,7198,AAAS/WGS      125A      1,Psychology,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
3619,10134,AAAS      155B      1,Psychology,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
3620,7218,AAAS/HIS      154B      1,Psychology,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
3621,7198,AAAS/WGS      125A      1,Psychology,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
3622,10113,HIST      153B      1,Psychology,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
3623,10117,HIST      175B      1,Psychology,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
3624,10137,AAAS      124A      1,Psychology,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
3625,10134,AAAS      155B      1,Psychology,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
3626,10067,ENG      127B      1,Psychology,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
3627,10499,ENG      167B      1,Psychology,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
3628,7090,THA      144B      1,Psychology,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
3629,6540,AAAS      159A      1,Psychology,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
3630,7218,AAAS/HIS      154B      1,Psychology,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
3631,10186,ED      170A      1,Psychology,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
3632,10541,HSSP      114B      1,Psychology,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
3633,10516,ENG      62B      1,Psychology,"Contemporary African Literature, Global Perspectives","Block1C;   M,W;   12:00 PM–1:30 PM",Open        17 / 999 / 0,"Williams, Joshua",View Books
3634,10137,AAAS      124A      1,Psychology,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
3635,10134,AAAS      155B      1,Psychology,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
3636,6540,AAAS      159A      1,Psychology,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
3637,7218,AAAS/HIS      154B      1,Psychology,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
3638,10186,ED      170A      1,Psychology,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
3639,10067,ENG      127B      1,Psychology,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
3640,10499,ENG      167B      1,Psychology,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
3641,10113,HIST      153B      1,Psychology,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
3642,10117,HIST      175B      1,Psychology,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
3643,10541,HSSP      114B      1,Psychology,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
3644,7090,THA      144B      1,Psychology,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
3645,3196,AAAS      5A      1,Quantitative Biology,Introduction to African and African American Studies,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        45 / 999 / 0,"Ray, Carina E;  Williams, Chad",View Books
3646,3614,AAAS      98A      1,Quantitative Biology,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Williams, Chad",View Books
3647,3610,AAAS      98A      2,Quantitative Biology,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
3648,3612,AAAS      98A      3,Quantitative Biology,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
3649,3616,AAAS      98A      4,Quantitative Biology,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
3650,3676,AAAS      99D      1,Quantitative Biology,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
3651,3678,AAAS      99D      2,Quantitative Biology,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
3652,3680,AAAS      99D      3,Quantitative Biology,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Johnson, Jasmine",View Books
3653,3682,AAAS      99D      4,Quantitative Biology,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
3654,3684,AAAS      99D      5,Quantitative Biology,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Williams, Chad",View Books
3655,6472,AAAS      99D      6,Quantitative Biology,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Childs, Gregory",View Books
3656,10942,AAAS      99D      7,Quantitative Biology,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Wallace, Derron",View Books
3657,10952,AAAS      99D      8,Quantitative Biology,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Ray, Carina E",View Books
3658,10985,AAAS      99D      9,Quantitative Biology,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Roach, Shoniqua",View Books
3659,10137,AAAS      124A      1,Quantitative Biology,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
3660,10134,AAAS      155B      1,Quantitative Biology,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
3661,6540,AAAS      159A      1,Quantitative Biology,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
